id;name;geoid;geoname;value;datetime
1192;Demanda en barras de central ;;;22697.891;2018-01-01T00:00:00+01:00
1192;Demanda en barras de central ;;;21905.11;2018-01-01T01:00:00+01:00
1192;Demanda en barras de central ;;;20688.129;2018-01-01T02:00:00+01:00
1192;Demanda en barras de central ;;;19640.497;2018-01-01T03:00:00+01:00
1192;Demanda en barras de central ;;;18955.439;2018-01-01T04:00:00+01:00
1192;Demanda en barras de central ;;;18757.096;2018-01-01T05:00:00+01:00
1192;Demanda en barras de central ;;;18932.274;2018-01-01T06:00:00+01:00
1192;Demanda en barras de central ;;;19386.436;2018-01-01T07:00:00+01:00
1192;Demanda en barras de central ;;;19164.163;2018-01-01T08:00:00+01:00
1192;Demanda en barras de central ;;;19786.959;2018-01-01T09:00:00+01:00
1192;Demanda en barras de central ;;;21325.082;2018-01-01T10:00:00+01:00
1192;Demanda en barras de central ;;;22614.654;2018-01-01T11:00:00+01:00
1192;Demanda en barras de central ;;;23201.63;2018-01-01T12:00:00+01:00
1192;Demanda en barras de central ;;;23831.222;2018-01-01T13:00:00+01:00
1192;Demanda en barras de central ;;;23887.294;2018-01-01T14:00:00+01:00
1192;Demanda en barras de central ;;;22595.311;2018-01-01T15:00:00+01:00
1192;Demanda en barras de central ;;;22132.737;2018-01-01T16:00:00+01:00
1192;Demanda en barras de central ;;;22591.807;2018-01-01T17:00:00+01:00
1192;Demanda en barras de central ;;;25060.334;2018-01-01T18:00:00+01:00
1192;Demanda en barras de central ;;;26374.367;2018-01-01T19:00:00+01:00
1192;Demanda en barras de central ;;;27242.733;2018-01-01T20:00:00+01:00
1192;Demanda en barras de central ;;;27442.602;2018-01-01T21:00:00+01:00
1192;Demanda en barras de central ;;;26815.792;2018-01-01T22:00:00+01:00
1192;Demanda en barras de central ;;;24736.224;2018-01-01T23:00:00+01:00
1192;Demanda en barras de central ;;;22537.571;2018-01-02T00:00:00+01:00
1192;Demanda en barras de central ;;;20758.44;2018-01-02T01:00:00+01:00
1192;Demanda en barras de central ;;;19733.151;2018-01-02T02:00:00+01:00
1192;Demanda en barras de central ;;;19235.758;2018-01-02T03:00:00+01:00
1192;Demanda en barras de central ;;;19199.986;2018-01-02T04:00:00+01:00
1192;Demanda en barras de central ;;;20044.06;2018-01-02T05:00:00+01:00
1192;Demanda en barras de central ;;;22882.569;2018-01-02T06:00:00+01:00
1192;Demanda en barras de central ;;;26485.183;2018-01-02T07:00:00+01:00
1192;Demanda en barras de central ;;;29473.925;2018-01-02T08:00:00+01:00
1192;Demanda en barras de central ;;;31721.128;2018-01-02T09:00:00+01:00
1192;Demanda en barras de central ;;;33129.705;2018-01-02T10:00:00+01:00
1192;Demanda en barras de central ;;;33409.421;2018-01-02T11:00:00+01:00
1192;Demanda en barras de central ;;;33143.036;2018-01-02T12:00:00+01:00
1192;Demanda en barras de central ;;;33140.883;2018-01-02T13:00:00+01:00
1192;Demanda en barras de central ;;;32222.383;2018-01-02T14:00:00+01:00
1192;Demanda en barras de central ;;;31267.739;2018-01-02T15:00:00+01:00
1192;Demanda en barras de central ;;;31006.619;2018-01-02T16:00:00+01:00
1192;Demanda en barras de central ;;;31416.848;2018-01-02T17:00:00+01:00
1192;Demanda en barras de central ;;;33140.059;2018-01-02T18:00:00+01:00
1192;Demanda en barras de central ;;;33642.841;2018-01-02T19:00:00+01:00
1192;Demanda en barras de central ;;;33803.757;2018-01-02T20:00:00+01:00
1192;Demanda en barras de central ;;;33451.424;2018-01-02T21:00:00+01:00
1192;Demanda en barras de central ;;;31412.27;2018-01-02T22:00:00+01:00
1192;Demanda en barras de central ;;;28663.54;2018-01-02T23:00:00+01:00
1192;Demanda en barras de central ;;;26546.671;2018-01-03T00:00:00+01:00
1192;Demanda en barras de central ;;;24476.537;2018-01-03T01:00:00+01:00
1192;Demanda en barras de central ;;;23062.093;2018-01-03T02:00:00+01:00
1192;Demanda en barras de central ;;;22504.379;2018-01-03T03:00:00+01:00
1192;Demanda en barras de central ;;;22375.906;2018-01-03T04:00:00+01:00
1192;Demanda en barras de central ;;;22926.795;2018-01-03T05:00:00+01:00
1192;Demanda en barras de central ;;;25061.286;2018-01-03T06:00:00+01:00
1192;Demanda en barras de central ;;;28330.405;2018-01-03T07:00:00+01:00
1192;Demanda en barras de central ;;;30790.809;2018-01-03T08:00:00+01:00
1192;Demanda en barras de central ;;;32612.672;2018-01-03T09:00:00+01:00
1192;Demanda en barras de central ;;;33647.416;2018-01-03T10:00:00+01:00
1192;Demanda en barras de central ;;;33730.495;2018-01-03T11:00:00+01:00
1192;Demanda en barras de central ;;;33440.297;2018-01-03T12:00:00+01:00
1192;Demanda en barras de central ;;;33479.678;2018-01-03T13:00:00+01:00
