id;name;geoid;geoname;value;datetime
1014;Término de facturación de energía activa del PVPC eficiencia 2 periodos (DHA);;;73.46;2015-01-01T00:00:00+01:00
1014;Término de facturación de energía activa del PVPC eficiencia 2 periodos (DHA);;;75;2015-01-01T01:00:00+01:00
1014;Término de facturación de energía activa del PVPC eficiencia 2 periodos (DHA);;;77.34;2015-01-01T02:00:00+01:00
1014;Término de facturación de energía activa del PVPC eficiencia 2 periodos (DHA);;;71.8;2015-01-01T03:00:00+01:00
1014;Término de facturación de energía activa del PVPC eficiencia 2 periodos (DHA);;;67.95;2015-01-01T04:00:00+01:00
1014;Término de facturación de energía activa del PVPC eficiencia 2 periodos (DHA);;;65.17;2015-01-01T05:00:00+01:00
1014;Término de facturación de energía activa del PVPC eficiencia 2 periodos (DHA);;;63.45;2015-01-01T06:00:00+01:00
1014;Término de facturación de energía activa del PVPC eficiencia 2 periodos (DHA);;;63.91;2015-01-01T07:00:00+01:00
1014;Término de facturación de energía activa del PVPC eficiencia 2 periodos (DHA);;;58.91;2015-01-01T08:00:00+01:00
1014;Término de facturación de energía activa del PVPC eficiencia 2 periodos (DHA);;;62.82;2015-01-01T09:00:00+01:00
1014;Término de facturación de energía activa del PVPC eficiencia 2 periodos (DHA);;;66.33;2015-01-01T10:00:00+01:00
1014;Término de facturación de energía activa del PVPC eficiencia 2 periodos (DHA);;;67.08;2015-01-01T11:00:00+01:00
1014;Término de facturación de energía activa del PVPC eficiencia 2 periodos (DHA);;;137.99;2015-01-01T12:00:00+01:00
1014;Término de facturación de energía activa del PVPC eficiencia 2 periodos (DHA);;;143.89;2015-01-01T13:00:00+01:00
1014;Término de facturación de energía activa del PVPC eficiencia 2 periodos (DHA);;;143.65;2015-01-01T14:00:00+01:00
1014;Término de facturación de energía activa del PVPC eficiencia 2 periodos (DHA);;;137.93;2015-01-01T15:00:00+01:00
1014;Término de facturación de energía activa del PVPC eficiencia 2 periodos (DHA);;;140.55;2015-01-01T16:00:00+01:00
1014;Término de facturación de energía activa del PVPC eficiencia 2 periodos (DHA);;;144.55;2015-01-01T17:00:00+01:00
1014;Término de facturación de energía activa del PVPC eficiencia 2 periodos (DHA);;;156.67;2015-01-01T18:00:00+01:00
1014;Término de facturación de energía activa del PVPC eficiencia 2 periodos (DHA);;;161.4;2015-01-01T19:00:00+01:00
1014;Término de facturación de energía activa del PVPC eficiencia 2 periodos (DHA);;;161.16;2015-01-01T20:00:00+01:00
1014;Término de facturación de energía activa del PVPC eficiencia 2 periodos (DHA);;;155.27;2015-01-01T21:00:00+01:00
